age,sex,age_sex,population,mx,pyld_rate,deaths_rate_ishd,ylds_rate_ishd,dw_adj_ishd,prevalence_ishd,deaths_rate_strk,ylds_rate_strk,dw_adj_strk,prevalence_strk,deaths_rate_copd,ylds_rate_copd,dw_adj_copd,prevalence_copd,deaths_rate_dmt2,ylds_rate_dmt2,dw_adj_dmt2,prevalence_dmt2,case_fatality_copd,incidence_copd,remission_copd,case_fatality_dmt2.x,incidence_dmt2.x,remission_dmt2.x,case_fatality_dmt2.y,incidence_dmt2.y,remission_dmt2.y,case_fatality_ishd.x,incidence_ishd.x,remission_ishd.x,case_fatality_ishd.y,incidence_ishd.y,remission_ishd.y
56,male,56_male,0,0,0.1447591072166011,0,0.0021697120273495157,0,0,0,0.001281144827650815,0,0,0,0.002028971867899115,0,0,0,0.01495825577198731,0,0,0,0,0,0,0,0,0.0016533871521310821,0.006320797641389282,0,0,0,0,0.02940566196991074,0.004443543452236742,0
57,male,57_male,1251443.7346542266,0,0.14788251126198002,0,0.0024214498189999993,0,0,0,0.001381703826,0,0,0,0.0021983600499999997,0,0,0,0.015563661710000003,0,0,0,0,0,0,0,0,0.0017223453751872373,0.00632373690152155,0,0,0,0,0.030182318169338078,0.0048256841417192095,0
58,male,58_male,0,0,0.15102643547405664,0,0.002685207107048116,0,0,0,0.00148243113064039,0,0,0,0.0023716439371443514,0,0,0,0.016172359298168452,0,0,0,0,0,0,0,0,0.0018059286324198403,0.0063142720514563055,0,0,0,0,0.030977442872598737,0.005210003610212914,0
59,male,59_male,0,0,0.15420130192000783,0,0.0029676065764110255,0,0,0,0.001586201470427139,0,0,0,0.002547141827688961,0,0,0,0.016774784925071087,0,0,0,0,0,0,0,0,0.0019050330395234977,0.006291837476689931,0,0,0,0,0.03181324391103235,0.005591263730854546,0
60,male,60_male,0,0,0.15747696686494572,0,0.0032610564254102374,0,0,0,0.0016939575074365345,0,0,0,0.002729255497066139,0,0,0,0.01736827092484075,0,0,0,0,0,0,0,0,0.0020206438084320617,0.00625373470561469,0,0,0,0,0.03268556357829237,0.005963364636443079,0
61,male,61_male,0,0,0.16092925276591213,0,0.003554929423767419,0,0,0,0.0018069373902300226,0,0,0,0.002923863782833779,0,0,0,0.01795007713773248,0,0,0,0,0,0,0,0,0.0021533643857995013,0.006194931087491135,0,0,0,0,0.033593988019006565,0.006320975402191127,0
62,male,62_male,1064714.9143507115,0,0.16464059260523048,0,0.0038354962580000006,0,0,0,0.0019267093859999997,0,0,0,0.003138530866000001,0,0,0,0.018517409388302604,0,0,0,0,0,0,0,0,0.002304107505954843,0.006111098399746718,0,0,0,0,0.03455988857961918,0.006667907832652457,0
63,male,63_male,0,0,0.16867922239971433,0,0.004091542173853047,0,0,0,0.002051794193499344,0,0,0,0.0033762849686673675,0,0,0,0.019072174444305545,0,0,0,0,0,0,0,0,0.0024734580260286805,0.00600058639332329,0,0,0,0,0.0355865083407789,0.00700537257487656,0
64,male,64_male,0,0,0.17301310108373213,0,0.0043221108668414785,0,0,0,0.002181081012368549,0,0,0,0.0036347307286623354,0,0,0,0.019612376533737833,0,0,0,0,0,0,0,0,0.0026613402752399427,0.005858886443111763,0,0,0,0,0.03668991505252908,0.007330617725997092,0
65,male,65_male,0,0,0.17757464871475512,0,0.004528065589074002,0,0,0,0.002317460153889198,0,0,0,0.003914670390542578,0,0,0,0.02012877832311892,0,0,0,0,0,0,0,0,0.0028687832319708403,0.005677315895703534,0,0,0,0,0.03790143400271444,0.007649757993187069,0
66,male,66_male,0,0,0.18228853489480334,0,0.00471196421883023,0,0,0,0.0024645480715913617,0,0,0,0.004216744870602883,0,0,0,0.02061146902185251,0,0,0,0,0,0,0,0,0.003095378644943334,0.005456070357834755,0,0,0,0,0.03922495189007501,0.007960292907478725,0
67,male,67_male,830024.894794632,0,0.18707080023561998,0,0.004877847976000001,0,0,0,0.002626811516999999,0,0,0,0.004541381333,0,0,0,0.021049993279999995,0,0,0,0,0,0,0,0,0.00334176795548487,0.005193665625826757,0,0,0,0,0.040699480748718694,0.008273145756906363,0
68,male,68_male,0,0,0.1919684924324013,0,0.005013520928963016,0,0,0,0.002805799405841921,0,0,0,0.004892173084691479,0,0,0,0.021444707015650016,0,0,0,0,0,0,0,0,0.0036074427207571265,0.004892901828817941,0,0,0,0,0.04232163495159985,0.008586704362219293,0
69,male,69_male,0,0,0.1970470677587172,0,0.0051109622799406255,0,0,0,0.0030007676860115506,0,0,0,0.0052723708763017275,0,0,0,0.021797932897834625,0,0,0,0,0,0,0,0,0.0038932197500793552,0.004556115449392501,0,0,0,0,0.044152510921138005,0.008914405468232262,0
70,male,70_male,0,0,0.20223788230773776,0,0.005182995753311049,0,0,0,0.003213674931958143,0,0,0,0.005681177648372112,0,0,0,0.0221017704512949,0,0,0,0,0,0,0,0,0.004199528522242181,0.004189343268189827,0,0,0,0,0.04620821851757754,0.009255958949418192,0
71,male,71_male,0,0,0.2074645937081795,0,0.005243851994958848,0,0,0,0.003446760424550191,0,0,0,0.006116979848542327,0,0,0,0.022348320714902788,0,0,0,0,0,0,0,0,0.004526766133596634,0.003804813437402059,0,0,0,0,0.04853008088780293,0.009619488590222092,0
72,male,72_male,604026.8881152972,0,0.21264288574073653,0,0.0053086544184418015,0,0,0,0.00370258979,0,0,0,0.00657718377,0,0,0,0.022529851269999998,0,0,0,0,0,0,0,0,0.004878589980024221,0.0034104490950865735,0,0,0,0,0.05117450521519697,0.01001186291212141,0
73,male,73_male,0,0,0.21772182961643505,0,0.005371668766402385,0,0,0,0.0039879501597241416,0,0,0,0.007064655650232097,0,0,0,0.022639445985176438,0,0,0,0,0,0,0,0,0.005252635149322209,0.00301543520717157,0,0,0,0,0.05418191286697828,0.010434036179450028,0
74,male,74_male,0,0,0.22274418990065625,0,0.0054222061900077246,0,0,0,0.004306385999181232,0,0,0,0.007583414454497897,0,0,0,0.022679890795203352,0,0,0,0,0,0,0,0,0.005653795535548928,0.0026328326530219836,0,0,0,0,0.057625260348157306,0.010903427773997505,0
75,male,75_male,0,0,0.22776437167932823,0,0.005468842788046139,0,0,0,0.004654777099666765,0,0,0,0.00813103041984055,0,0,0,0.02265876075580505,0,0,0,0,0,0,0,0,0.006086377566516853,0.0022731177126614956,0,0,0,0,0.06154477280189065,0.011421931945228449,0
76,male,76_male,0,0,0.23284230814631054,0,0.005520495116090935,0,0,0,0.0050281834678349855,0,0,0,0.00870397444016842,0,0,0,0.02258414825783894,0,0,0,0,0,0,0,0,0.006550578818009557,0.0019445510295804213,0,0,0,0,0.06603469805723569,0.011993080767421407,0
77,male,77_male,404928.0153487915,0,0.23804354338364528,0,0.005586430179000001,0,0,0,0.005419425199000001,0,0,0,0.009297476364999996,0,0,0,0.02246445995,0,0,0,0,0,0,0,0,0.007053020601677109,0.0016498442585857823,0,0,0,0,0.07113601317235864,0.012626020883813944,0
78,male,78_male,0,0,0.24338333845991653,0,0.005666417099803231,0,0,0,0.005832881958513676,0,0,0,0.00991012364343709,0,0,0,0.022290862500122646,0,0,0,0,0,0,0,0,0.007594075149629742,0.0013918695361436388,0,0,0,0,0.07702872033037986,0.013316438071741014,0
79,male,79_male,0,0,0.24881930488541013,0,0.0057547545751071355,0,0,0,0.006275744757810363,0,0,0,0.01054395212326823,0,0,0,0.02205945759287682,0,0,0,0,0,0,0,0,0.008179426676484736,0.0011714887757793696,0,0,0,0,0.08377892447880966,0.014083254921761715,0
80,male,80_male,0,0,0.2543336408529152,0,0.005852926634155422,0,0,0,0.006741592989165802,0,0,0,0.011198285900009514,0,0,0,0.02178607390927051,0,0,0,0,0,0,0,0,0.0088134585566942,9.862227732981956e-4,0,0,0,0,0.09155722632446005,0.01492618195550027,0
81,male,81_male,0,0,0.25990687534665474,0,0.0059625394078507195,0,0,0,0.007221676153671925,0,0,0,0.011872354665703345,0,0,0,0.02148614103635831,0,0,0,0,0,0,0,0,0.009493002282018295,8.319028632951345e-4,0,0,0,0,0.10050120468697048,0.015845025431641173,0
82,male,82_male,248219.09646319412,0,0.26551781666338675,0,0.006085345712999998,0,0,0,0.007704682761000001,0,0,0,0.012565297306852201,0,0,0,0.0211744577889275,0,0,0,0,0,0,0,0,0.010220732745272276,7.073515024813319e-4,0,0,0,0,0.11081664392637783,0.016847170898931323,0
83,male,83_male,0,0,0.2711976621850934,0,0.006239312895897175,0,0,0,0.008183801271867738,0,0,0,0.013279523401028373,0,0,0,0.02084794202926841,0,0,0,0,0,0,0,0,0.010994210304079606,6.067503694751901e-4,0,0,0,0,0.12265563770014734,0.017937253526187913,0
84,male,84_male,0,0,0.2769594002274932,0,0.006425839245722777,0,0,0,0.008661575916148976,0,0,0,0.014013837595220263,0,0,0,0.020498638642839385,0,0,0,0,0,0,0,0,0.011809197793720874,5.272170750114746e-4,0,0,0,0,0.1362912865856501,0.019107466515109188,0
85,male,85_male,0,0,0.2827499423308135,0,0.006620060697772269,0,0,0,0.009139382471486483,0,0,0,0.014760861960302215,0,0,0,0.020133250637813016,0,0,0,0,0,0,0,0,0.012666172699136648,4.6609240639413415e-4,0,0,0,0,0.15196538969740692,0.020378693735983677,0
86,male,86_male,0,0,0.2885117714879761,0,0.006794078372581753,0,0,0,0.009619476768536151,0,0,0,0.015511777966251469,0,0,0,0.01975813495091254,0,0,0,0,0,0,0,0,0.013553852088553097,4.1937405080065375e-4,0,0,0,0,0.17002385491514838,0.021738626131271928,0
87,male,87_male,130846.86173068333,0,0.2941829496374635,0,0.006917243150003399,0,0,0,0.0101050223,0,0,0,0.016256304960000006,0,0,0,0.019379263900000002,0,0,0,0,0,0,0,0,0.014459337352153625,3.844441639321356e-4,0,0,0,0,0.19085018758382022,0.023194610147986964,0
88,male,88_male,0,0,0.2995687726670491,0,0.007000592099826301,0,0,0,0.010594538956707355,0,0,0,0.016990072722672743,0,0,0,0.018996249465414883,0,0,0,0,0,0,0,0,0.015378671584595733,3.6012743473167564e-4,0,0,0,0,0.21480447128632724,0.024740204388896743,0
89,male,89_male,0,0,0.3046878217781476,0,0.007062158364950069,0,0,0,0.011082253925768075,0,0,0,0.017713525062499687,0,0,0,0.01860631201513271,0,0,0,0,0,0,0,0,0.016294765172134507,3.4458812422064175e-4,0,0,0,0,0.2423937977901618,0.026378769587227083,0
90,male,90_male,0,0,0.30980966815856953,0,0.007080160092029577,0,0,0,0.011565483221986294,0,0,0,0.01842243344125654,0,0,0,0.018211453897676585,0,0,0,0,0,0,0,0,0.0172086335126452,3.3678230392510946e-4,0,0,0,0,0.27385643383053015,0.028124884207369596,0
91,male,91_male,0,0,0.31522303953243724,0,0.007033211062837443,0,0,0,0.012041414968680313,0,0,0,0.019112483391503194,0,0,0,0.017813565629932665,0,0,0,0,0,0,0,0,0.018115689470540073,3.3608097228855966e-4,0,0,0,0,0.3100006973472412,0.029954524982182984,0
92,male,92_male,56890.011361423494,0,0.32123721658387205,0,0.006901939856000002,0,0,0,0.012507131629999994,0,0,0,0.0197793153237728,0,0,0,0.017414421580000002,0,0,0,0,0,0,0,0,0.018994754675741875,3.416936045731562e-4,0,0,0,0,0.35138686885301124,0.03189433912196006,0
93,male,93_male,0,0,0.32800879716966835,0,0.006663839827982874,0,0,0,0.012947742399031525,0,0,0,0.020398587529009343,0,0,0,0.01701030023090383,0,0,0,0,0,0,0,0,0.01986043906747474,3.531306125421507e-4,0,0,0,0,0.3987783898252919,0.03393502091524582,0
94,male,94_male,0,0,0.3353736962710884,0,0.006342772313619202,0,0,0,0.013359624268298119,0,0,0,0.020964590914853292,0,0,0,0.01660120487014033,0,0,0,0,0,0,0,0,0.020705938411017234,3.7110504825115973e-4,0,0,0,0,0.45297904602190275,0.03610560425340356,0
95,male,95_male,0,0,0.34316749324277135,0,0.005988134109555818,0,0,0,0.013758585547887519,0,0,0,0.02150374446184586,0,0,0,0.016193949663985265,0,0,0,0,0,0,0,0,0.021544153369556042,3.9418143605315795e-4,0,0,0,0,0.5146192188910939,0.038359224662625,0
96,male,96_male,0,0,0.3512098575912805,0,0.005641808887794376,0,0,0,0.014162768968056617,0,0,0,0.022045864772386313,0,0,0,0.015794735129588712,0,0,0,0,0,0,0,0,0.02237730191992949,4.22332329365322e-4,0,0,0,0,0.5846405774938553,0.0407844036966057,0
97,male,97_male,20203.828871175498,0,0.3593026597514843,0,0.005337234823000001,0,0,0,0.014592606699999996,0,0,0,0.02262400493,0,0,0,0.015409166110000004,0,0,0,0,0,0,0,0,0.023216622773550848,4.545942301635836e-4,0,0,0,0,0.6645180388245735,0.043360957081175794,0
98,male,98_male,0,0,0.36744077436864403,0,0.005069735934938118,0,0,0,0.015049702290690373,0,0,0,0.023240268074033066,0,0,0,0.01503672140835274,0,0,0,0,0,0,0,0,0.02405895085709326,4.90753216382771e-4,0,0,0,0,0.7560227476194632,0.04606834162043126,0
99,male,99_male,0,0,0.37576321522922146,0,0.004815643924686063,0,0,0,0.015521115842751477,0,0,0,0.023873317824322123,0,0,0,0.014673278819785127,0,0,0,0,0,0,0,0,0.024935579479648494,5.305484508528606e-4,0,0,0,0,0.8597930870715625,0.04896748850184737,0
100,male,100_male,0,0,0.384274157276138,0,0.004574286847870879,0,0,0,0.016007295848844305,0,0,0,0.024523611437077156,0,0,0,0.01431862076021139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
