age,sex,age_sex,population,mx,pyld_rate,deaths_rate_ishd,ylds_rate_ishd,dw_adj_ishd,prevalence_ishd,deaths_rate_strk,ylds_rate_strk,dw_adj_strk,prevalence_strk,deaths_rate_copd,ylds_rate_copd,dw_adj_copd,prevalence_copd,deaths_rate_dmt2,ylds_rate_dmt2,dw_adj_dmt2,prevalence_dmt2,case_fatality_copd,incidence_copd,remission_copd,case_fatality_dmt2.x,incidence_dmt2.x,remission_dmt2.x,case_fatality_dmt2.y,incidence_dmt2.y,remission_dmt2.y,case_fatality_ishd.x,incidence_ishd.x,remission_ishd.x,case_fatality_ishd.y,incidence_ishd.y,remission_ishd.y
68,female,68_female,0,0,0.20433644441229243,0,0.00233762847250151,0,0,0,0.0033257222035089715,0,0,0,0.0038889203523915267,0,0,0,0.01979003876302632,0,0,0.006088739653998992,0.007653763786416214,0,0.002976412731981796,0.00492122634251267,0,0,0,0,0.03621896776332347,0.004574240295976057,0,0,0,0
69,female,69_female,0,0,0.20842796308197672,0,0.0024565141955966868,0,0,0,0.003527168326445689,0,0,0,0.004182459107470528,0,0,0,0.02012961943649824,0,0,0.006604074863935985,0.008365271277093463,0,0.0032079378764074754,0.004539476165300704,0,0,0,0,0.038236134953538885,0.00492612590396461,0,0,0,0
70,female,70_female,0,0,0.21277994192576596,0,0.0025728794467664,0,0,0,0.003748581434827764,0,0,0,0.004500454229779641,0,0,0,0.020411032007331485,0,0,0.00716596248149934,0.00914745114870107,0,0.0034553947277481904,0.0041328229617095145,0,0,0,0,0.040475384238515155,0.005301964298191703,0,0,0,0
71,female,71_female,0,0,0.21728469657914978,0,0.002690577836834584,0,0,0,0.00398787123738112,0,0,0,0.0048449334832601125,0,0,0,0.02063498726416907,0,0,0.007775779163291226,0.010004396349093142,0,0.0037224874693449336,0.003715901874842444,0,0,0,0,0.04296396440754388,0.005709941453269722,0,0,0,0
72,female,72_female,738571.0661879183,0,0.22182502983116986,0,0.002814279584000001,0,0,0,0.004242106646000002,0,0,0,0.005218082555000001,0,0,0,0.02080284105,0,0,0.008436541458757132,0.010939230741709051,0,0.004010177229830867,0.0033005132004280432,0,0,0,0,0.04573986707305051,0.006149544826509656,0,0,0,0
73,female,73_female,0,0,0.22637073231068397,0,0.0029428911989611084,0,0,0,0.004515418220084552,0,0,0,0.005624193821671804,0,0,0,0.020909384383292734,0,0,0.009152072988704057,0.011947958494228524,0,0.004322122039355531,0.002900758447627152,0,0,0,0,0.048853519057692946,0.006623471546709477,0,0,0,0
74,female,74_female,0,0,0.2310036558721577,0,0.003072935157222551,0,0,0,0.004812843571595808,0,0,0,0.006066607948995358,0,0,0,0.02095143389098464,0,0,0.0099245059441593,0.013036581021998051,0,0.004661130243702951,0.002525189282113886,0,0,0,0,0.05236791771241354,0.007138490070186914,0,0,0,0
75,female,75_female,0,0,0.23576983247984692,0,0.00320641857658334,0,0,0,0.005131311510188085,0,0,0,0.006545850381058702,0,0,0,0.020934314535426355,0,0,0.010762467966824193,0.014181729505017747,0,0.005030446724138348,0.002179647851539189,0,0,0,0,0.056309080359626035,0.007693822664187078,0,0,0,0
76,female,76_female,0,0,0.24071900278887398,0,0.0033457236888114854,0,0,0,0.005466550767061923,0,0,0,0.007061856508158121,0,0,0,0.02086386721247891,0,0,0.011674818308016817,0.015387235849296892,0,0.005434287066951702,0.0018679787763743849,0,0,0,0,0.06078559336071943,0.008295916040502394,0,0,0,0
77,female,77_female,516130.2462956994,0,0.2459049265152589,0,0.0034936417427432007,0,0,0,0.005812892134958801,0,0,0,0.0076138190129999995,0,0,0,0.02074629393,0,0,0.01267761859292313,0.01664270013517269,0,0.005874784409863858,0.0015921333948331756,0,0,0,0,0.06583964994287303,0.008948535686804558,0,0,0,0
78,female,78_female,0,0,0.25139634012242923,0,0.003648656701496163,0,0,0,0.006171460582215461,0,0,0,0.008209862083199751,0,0,0,0.020571657729070145,0,0,0.013768313495357882,0.017939074618543265,0,0.006355860259780772,0.0013533857473751125,0,0,0,0,0.07155200080109952,0.00965863858608507,0,0,0,0
79,female,79_female,0,0,0.25717627592207226,0,0.0038092870971595315,0,0,0,0.0065465145381225645,0,0,0,0.008856321532460189,0,0,0,0.02033770979412596,0,0,0.014970287686691838,0.019256331427649025,0,0.0068858196068497055,0.001148804321558175,0,0,0,0,0.07808739034832503,0.010425601082999595,0,0,0,0
80,female,80_female,0,0,0.26316786396655506,0,0.003979134606439704,0,0,0,0.0069354457765089614,0,0,0,0.009547218924109596,0,0,0,0.020062206772133783,0,0,0.01628175868320652,0.020567830913741578,0,0.00746366103750992,9.754422165643605e-4,0,0,0,0,0.08548830102072653,0.011254227775419977,0,0,0,0
81,female,81_female,0,0,0.26928649693323276,0,0.004162420317613826,0,0,0,0.007334935109848301,0,0,0,0.010273730518596362,0,0,0,0.019762376372364818,0,0,0.017715388072840572,0.021860790489149632,0,0.008091252203061347,8.323327195439384e-4,0,0,0,0,0.09392129271349978,0.012151624336892028,0,0,0,0
82,female,82_female,346340.2199902978,0,0.2754392555729141,0,0.004364090683,0,0,0,0.007740899122999997,0,0,0,0.01102374178,0,0,0,0.0194546465640825,0,0,0.019276691421618843,0.02311846267588092,0,0.00876933712649652,7.137042710157418e-4,0,0,0,0,0.10351368415333975,0.013119331375553551,0,0,0,0
83,female,83_female,0,0,0.2816634359103322,0,0.0046015759561132625,0,0,0,0.0081538486719142,0,0,0,0.011801000789668071,0,0,0,0.01913943574376238,0,0,0.020984596516647653,0.024309844275443783,0,0.009498791073729074,6.169604175878513e-4,0,0,0,0,0.11453054951567998,0.014167160218632853,0,0,0,0
84,female,84_female,0,0,0.2880239760367632,0,0.004876770474308298,0,0,0,0.0085749764722431,0,0,0,0.012612942014395202,0,0,0,0.018807449975109816,0,0,0.022830393482650535,0.025429399270088377,0,0.010273478966300039,5.385563682283589e-4,0,0,0,0,0.127191859569732,0.015295960797172992,0,0,0,0
85,female,85_female,0,0,0.2944588298643781,0,0.005168437078917574,0,0,0,0.00900011319026528,0,0,0,0.01344815333047168,0,0,0,0.018459879666445904,0,0,0.024829907892820406,0.026475684853229417,0,0.011087988244788164,4.756344637837863e-4,0,0,0,0,0.1416799970345307,0.016510385802737608,0,0,0,0
86,female,86_female,0,0,0.3009002405800829,0,0.005449738358691537,0,0,0,0.009424394199540801,0,0,0,0.01429218204938453,0,0,0,0.018097940063445152,0,0,0.026970055975615623,0.02741225729713169,0,0.011943974127202214,4.254334866292691e-4,0,0,0,0,0.1584178904091869,0.017820509683185024,0,0,0,0
87,female,87_female,207980.2446762655,0,0.30727465576936597,0,0.005688134763100201,0,0,0,0.009842264821689999,0,0,0,0.01512742479,0,0,0,0.017722864599999995,0,0,0.029246740630404285,0.02824215645447939,0,0.012817855804171548,3.852603325614507e-4,0,0,0,0,0.17766793399340466,0.019232416158378375,0,0,0,0
88,female,88_female,0,0,0.3134426840464493,0,0.005886644950776624,0,0,0,0.01024931771194417,0,0,0,0.015941369677495404,0,0,0,0.017333112437134764,0,0,0.03164382370973362,0.028967106621286744,0,0.013715108724087044,3.5389679570317195e-4,0,0,0,0,0.19992094280930095,0.020736985726075317,0,0,0,0
89,female,89_female,0,0,0.3194335772240018,0,0.0060609962005101,0,0,0,0.010645254357901193,0,0,0,0.016734772169399934,0,0,0,0.01692992132668226,0,0,0.03416158791015534,0.029596753153219323,0,0.014618865907250905,3.299142474926118e-4,0,0,0,0,0.22563556805111018,0.022359473221776435,0,0,0,0
90,female,90_female,0,0,0.3254337689690468,0,0.006193119832135178,0,0,0,0.011030496075090079,0,0,0,0.01750862847227379,0,0,0,0.016518439868549832,0,0,0.036801792460310664,0.03013476785830574,0,0.0155166410810171,3.119257991725192e-4,0,0,0,0,0.25546070771152174,0.024113667419027644,0,0,0,0
91,female,91_female,0,0,0.33164456404523346,0,0.006264340492321676,0,0,0,0.011405877340853382,0,0,0,0.018265317001773248,0,0,0,0.016103443897909783,0,0,0.039528082416087615,0.030568978382851983,0,0.016406933194114914,2.9863969878271703e-4,0,0,0,0,0.28977312521579474,0.025994959667651345,0,0,0,0
92,female,92_female,102889.22778846901,0,0.3382828334896003,0,0.006256806527000001,0,0,0,0.011772636560000004,0,0,0,0.019008580049354705,0,0,0,0.0156893193705755,0,0,0.04235020373078291,0.030919622622087636,0,0.017278508757379303,2.8964646792128945e-4,0,0,0,0,0.3294670360308697,0.028016840164606364,0,0,0,0
93,female,93_female,0,0,0.3454386630151333,0,0.00614379290853735,0,0,0,0.012119468931713328,0,0,0,0.019712599593902248,0,0,0,0.015271884494957567,0,0,0.04526541236226569,0.031221241117521628,0,0.01813077859357446,2.8376729396946366e-4,0,0,0,0,0.3755085655913122,0.030192654113508882,0,0,0,0
94,female,94_female,0,0,0.3529935539380757,0,0.005940907864269985,0,0,0,0.012441720218121536,0,0,0,0.020364487248954247,0,0,0,0.014849701121423664,0,0,0.04827001139074645,0.03147807260547469,0,0.018964042882710995,2.8095379133298294e-4,0,0,0,0,0.42851474838344283,0.03254395935793214,0,0,0,0
95,female,95_female,0,0,0.36085838673220416,0,0.005694544778826773,0,0,0,0.012752170852845034,0,0,0,0.02099190405465121,0,0,0,0.014430386688208006,0,0,0.05142304670574134,0.031693883527026616,0,0.019789173533379282,2.8042678965494545e-4,0,0,0,0,0.4895939977881014,0.03506300120425354,0,0,0,0
96,female,96_female,0,0,0.3689354446752444,0,0.005446439631387395,0,0,0,0.01306515381935855,0,0,0,0.021626805744500138,0,0,0,0.014020774959531046,0,0,0.05469801168703666,0.031886855310690854,0,0.020605405866054145,2.8069892053298937e-4,0,0,0,0,0.560115535436112,0.03775981307499126,0,0,0,0
97,female,97_female,43904.61524344712,0,0.3771176510882317,0,0.005232044184000002,0,0,0,0.013396504869999997,0,0,0,0.02230532415,0,0,0,0.013626944320000004,0,0,0.05811214418263992,0.03209041898869284,0,0.02141852100934305,2.8221176920507646e-4,0,0,0,0,0.6412495061489694,0.0406897208232274,0,0,0,0
98,female,98_female,0,0,0.38540401995478035,0,0.005048183561495729,0,0,0,0.013747225613755302,0,0,0,0.02303033798431942,0,0,0,0.013248214678494996,0,0,0.06173640999056777,0.03225756478304954,0,0.022262528264088793,2.838038862849014e-4,0,0,0,0,0.7345776026810522,0.043856891686245084,0,0,0,0
99,female,99_female,0,0,0.39387246438526596,0,0.004870784032842891,0,0,0,0.014107128233029178,0,0,0,0.023778917719605788,0,0,0,0.012880010958134623,0,0,0.06556728664726795,0.03242285816142726,0,0.02313585060583943,2.860292385040304e-4,0,0,0,0,0.8412188344543586,0.0472578931621124,0,0,0,0
100,female,100_female,0,0,0.4025269851080556,0,0.004699618547065647,0,0,0,0.014476453109491486,0,0,0,0.024551829343571478,0,0,0,0.012522040615099208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,male,0_male,0,0,0.03629042799457483,0,2.2496768444315253e-6,0,0,0,7.020289039777712e-5,0,0,0,2.1852785980910148e-5,0,0,0,6.177323251361225e-5,0,0,0,0,0,0,0,0,0.129038390993171,9.220040427106539e-6,0,0,0,0,0.03702247056763222,5.333620892057743e-5,0
1,male,1_male,0,0,0.03749518676778738,0,2.7036258744966e-6,0,0,0,7.345599160454658e-5,0,0,0,2.3693145652459886e-5,0,0,0,7.020441639547907e-5,0,0,0,0,0,0,0,0,0.08859856211103441,2.0546339445360346e-5,0,0,0,0,0.03476083439898729,6.107197769836987e-5,0
2,male,2_male,0,0,0.03873994076238034,0,3.249174603606048e-6,0,0,0,7.68598368533565e-5,0,0,0,2.5688493512866887e-5,0,0,0,7.978633917763217e-5,0,0,0,0,0,0,0,0,0.07365921792353324,3.06117470588084e-5,0,0,0,0,0.033704259909170406,6.528751589476179e-5,0
3,male,3_male,0,0,0.04002601772774953,0,3.904806395109752e-6,0,0,0,8.042141140681214e-5,0,0,0,2.7851882086078833e-5,0,0,0,9.067606065561016e-5,0,0,0,0,0,0,0,0,0.06109913955305825,4.5487692234114966e-5,0,0,0,0,0.03265376541238301,6.982608121227401e-5,0
4,male,4_male,0,0,0.0413547894915181,0,4.692734261300636e-6,0,0,0,8.414802421456467e-5,0,0,0,3.0197463130653876e-5,0,0,0,1.0305207709448267e-4,0,0,0,0,0,0,0,0,0.05068415451196948,6.694139710015898e-5,0,0,0,0,0.03159934130632823,7.472249250557438e-5,0
5,male,5_male,0,0,0.042727673422832235,0,5.639653447291044e-6,0,0,0,8.804732291250436e-5,0,0,0,3.274058021317653e-5,0,0,0,1.1711724700768806e-4,0,0,0,0,0,0,0,0,0.04194206645652761,9.739027129228662e-5,0,0,0,0,0.030573606230855102,7.994598659582607e-5,0
6,male,6_male,0,0,0.0441461339442351,0,6.777645874353538e-6,0,0,0,9.212730951699546e-5,0,0,0,3.549786907785976e-5,0,0,0,1.3310211626383766e-4,0,0,0,0,0,0,0,0,0.03458219667639407,1.396009607899254e-4,0,0,0,0,0.029575273334881153,8.551648839463116e-5,0
7,male,7_male,0,0,0.04561168409373139,0,8.145267085552341e-6,0,0,0,9.6396356846358e-5,0,0,0,3.84873664688979e-5,0,0,0,1.5126869702418143e-4,0,0,0,0,0,0,0,0,0.02856548233395792,1.9620514278746108e-4,0,0,0,0,0.028573602772304398,9.144116963090755e-5,0
8,male,8_male,0,0,0.0471258871387089,0,9.788852519726912e-6,0,0,0,1.008632257032989e-4,0,0,0,4.172862811743051e-5,0,0,0,1.7191476245228147e-4,0,0,0,0,0,0,0,0,0.023572966401444413,2.7113788708193554e-4,0,0,0,0,0.02764012741791639,9.787167146479842e-5,0
9,male,9_male,0,0,0.048690358243438536,0,1.176408737080303e-5,0,0,0,1.0553708285355167e-4,0,0,0,4.524285666492563e-5,0,0,0,1.9537872759160327e-4,0,0,0,0,0,0,0,0,0.019405703437052446,3.6641849997509857e-4,0,0,0,0,0.026724827086394932,1.0465186291826631e-4,0
10,male,10_male,0,0,0.050306766191931564,0,1.4137893219760987e-5,0,0,0,1.1042751983762026e-4,0,0,0,4.9053040359790365e-5,0,0,0,2.2204519641476198e-4,0,0,0,0,0,0,0,0,0.015951120325066813,4.84205276224859e-4,0,0,0,0,0.025781197061088466,1.1206444451022265e-4,0
11,male,11_male,0,0,0.051976835167991654,0,1.6990695358948158e-5,0,0,0,1.1554457265423328e-4,0,0,0,5.318410343449037e-5,0,0,0,2.523512659675502e-4,0,0,0,0,0,0,0,0,0.013131578994155253,6.252756528489344e-4,0,0,0,0,0.024869421795271178,1.1994217876111333e-4,0
12,male,12_male,0,0,0.053702346594360656,0,2.0419147626400232e-5,0,0,0,1.2089874235589914e-4,0,0,0,5.766306914686538e-5,0,0,0,2.867936909406235e-4,0,0,0,0,0,0,0,0,0.010794598367662705,7.851804691426687e-4,0,0,0,0,0.02401072762182442,1.282593006868161e-4,0
13,male,13_male,0,0,0.055485141032919745,0,2.453940706841899e-5,0,0,0,1.265010165988317e-4,0,0,0,6.251923655217373e-5,0,0,0,3.259370261052001e-4,0,0,0,0,0,0,0,0,0.008871302159528303,9.608973501343552e-4,0,0,0,0,0.023164422166498846,1.37224676366833e-4,0
14,male,14_male,0,0,0.05732712014797286,0,2.949106937700969e-5,0,0,0,1.3236289219146761e-4,0,0,0,6.77843721622149e-5,0,0,0,3.704228800775694e-4,0,0,0,0,0,0,0,0,0.0073165863854680255,0.0011471070814427966,0,0,0,0,0.02235881534238235,1.4662699197798856e-4,0
15,male,15_male,0,0,0.05923024873470666,0,3.544189843604207e-5,0,0,0,1.3849639868784936e-4,0,0,0,7.349291774526465e-5,0,0,0,4.209804320932659e-4,0,0,0,0,0,0,0,0,0.006049728710804905,0.0013357058931823174,0,0,0,0,0.021563515578328932,1.5649448520535793e-4,0
16,male,16_male,0,0,0.06119655681499072,0,4.259351021465363e-5,0,0,0,1.4491412307429333e-4,0,0,0,7.968221562614171e-5,0,0,0,4.7843838417411166e-4,0,0,0,0,0,0,0,0,0.005023269584959721,0.0015201799531955051,0,0,0,0,0.02080614102145767,1.667727531041179e-4,0
17,male,17_male,2091073.8765027018,0,0.0632281418027534,0,5.1188203579999956e-5,0,0,0,1.5162923559999993e-4,0,0,0,8.639275296019992e-5,0,0,0,5.437385445991997e-4,0,0,0,0,0,0,0,0,0.004196416603796109,0.001693362110850638,0,0,0,0,0.020104635632075006,1.7752117137259578e-4,0
18,male,18_male,0,0,0.06533623342796235,0,6.19475855611388e-5,0,0,0,1.5865864325360308e-4,0,0,0,9.3690926766925e-5,0,0,0,6.195141378095361e-4,0,0,0,0,0,0,0,0,0.003534788745403871,0.0018498887458381387,0,0,0,0,0.019454325996619913,1.8866554715037088e-4,0
19,male,19_male,0,0,0.06752397715293791,0,7.549304095647308e-5,0,0,0,1.6601719996406006e-4,0,0,0,1.0163003293012677e-4,0,0,0,7.076350225899268e-4,0,0,0,0,0,0,0,0,0.0030042825798274955,0.001987591553613678,0,0,0,0,0.018854117121736083,2.001249832691066e-4,0
20,male,20_male,0,0,0.06978013608517425,0,9.168017534413978e-5,0,0,0,1.737153334897409e-4,0,0,0,1.10228638394597e-4,0,0,0,8.072701951543583e-4,0,0,0,0,0,0,0,0,0.00258166151908074,0.002105616045153894,0,0,0,0,0.018294458841546152,2.1197203440481748e-4,0
21,male,21_male,0,0,0.07209167578800842,0,1.0979634198621996e-4,0,0,0,1.8176326188411667e-4,0,0,0,1.1949732945745068e-4,0,0,0,9.162933313981193e-4,0,0,0,0,0,0,0,0,0.0022463897771869386,0.0022069387000667406,0,0,0,0,0.01781125918148178,2.2427702804702834e-4,0
22,male,22_male,2292545.390872955,0,0.07444363550863722,0,1.2832230971090007e-4,0,0,0,1.9017092023140006e-4,0,0,0,1.2943653319999994e-4,0,0,0,0.0010308860139606997,0,0,0,0,0,0,0,0,0.0019794357142584136,0.002294129639398643,0,0,0,0,0.01737980685951275,2.3670375854537219e-4,0
23,male,23_male,0,0,0.07688603314414859,0,1.4570778083320055e-4,0,0,0,1.9888978788250812e-4,0,0,0,1.4016603445495812e-4,0,0,0,0.0011469504729312548,0,0,0,0,0,0,0,0,0.0017670536138791816,0.002370707041823122,0,0,0,0,0.01701238706310894,2.496285497462712e-4,0
24,male,24_male,0,0,0.07943373921387137,0,1.6186674685653697e-4,0,0,0,2.079312649348131e-4,0,0,0,1.5178199333058833e-4,0,0,0,0.0012651253949921449,0,0,0,0,0,0,0,0,0.0016006425717589171,0.002439718557398813,0,0,0,0,0.016709394904897007,2.630818201736431e-4,0
25,male,25_male,0,0,0.08201018776885508,0,1.771047562410491e-4,0,0,0,2.174080128654117e-4,0,0,0,1.6421422695023889e-4,0,0,0,0.0013882935363413165,0,0,0,0,0,0,0,0,0.0014712583371549576,0.0025068824392179808,0,0,0,0,0.016458457399207215,2.7712227699409637e-4,0
26,male,26_male,0,0,0.08452855182426566,0,1.9213384523529146e-4,0,0,0,2.274517292868084e-4,0,0,0,1.773519150042125e-4,0,0,0,0.0015208688943017944,0,0,0,0,0,0,0,0,0.0013719674584693063,0.002574007954259543,0,0,0,0,0.016267533579030585,2.9166369582380906e-4,0
27,male,27_male,2385155.584186097,0,0.0868919310880105,0,2.0805682220000003e-4,0,0,0,2.382157053e-4,0,0,0,1.9103681529999988e-4,0,0,0,0.0016690483940000002,0,0,0,0,0,0,0,0,0.0012976340406332188,0.0026449425244366616,0,0,0,0,0.016139069442573567,3.0711227432023933e-4,0
28,male,28_male,0,0,0.08904099827767623,0,2.2457907316249847e-4,0,0,0,2.498090413248091e-4,0,0,0,2.0517576681594309e-4,0,0,0,0.0018345537556023449,0,0,0,0,0,0,0,0,0.0012444667204391956,0.002725198643817125,0,0,0,0,0.01605836508841601,3.236158502247508e-4,0
29,male,29_male,0,0,0.09101719046644506,0,2.405637945905782e-4,0,0,0,2.622182163427241e-4,0,0,0,2.198442924323754e-4,0,0,0,0.002014993718986874,0,0,0,0,0,0,0,0,0.0012092450930989954,0.00281231647257092,0,0,0,0,0.016038763065246927,3.4135877384451087e-4,0
30,male,30_male,0,0,0.0928727778521236,0,2.562463571341445e-4,0,0,0,2.7542335492108667e-4,0,0,0,2.3511312519331447e-4,0,0,0,0.0022121886819626694,0,0,0,0,0,0,0,0,0.001189746101638865,0.0029141979775887793,0,0,0,0,0.016063524942136122,3.60672239996927e-4,0
31,male,31_male,0,0,0.09466595534172473,0,2.719846449914618e-4,0,0,0,2.893930674655179e-4,0,0,0,2.510750272147555e-4,0,0,0,0.002428283126574034,0,0,0,0,0,0,0,0,0.001182988005625097,0.0030263082886374283,0,0,0,0,0.016147130262992367,3.820246875204301e-4,0
32,male,32_male,2146017.1375333155,0,0.09646024396625516,0,2.8825916389999993e-4,0,0,0,0.00030408233469999993,0,0,0,2.678474664651001e-4,0,0,0,0.002665806589,0,0,0,0,0,0,0,0,0.0011873546860220472,0.0031518774251973612,0,0,0,0,0.01628615652047062,4.0554994998197617e-4,0
33,male,33_male,0,0,0.09825664166492674,0,3.045507711924788e-4,0,0,0,3.19326554046791e-4,0,0,0,2.8519624235189933e-4,0,0,0,0.002929352614908707,0,0,0,0,0,0,0,0,0.0012003861506567487,0.0032920182528832368,0,0,0,0,0.016463012106577336,4.324397076609481e-4,0
34,male,34_male,0,0,0.1000065983069764,0,3.203162199481061e-4,0,0,0,3.352037099578391e-4,0,0,0,3.030009641720608e-4,0,0,0,0.003221410371075697,0,0,0,0,0,0,0,0,0.0012209594880042015,0.003444746466726584,0,0,0,0,0.016687257337226223,4.628602481001894e-4,0
35,male,35_male,0,0,0.1017029978930878,0,3.362111495615338e-4,0,0,0,3.520666904177809e-4,0,0,0,3.216369234088193e-4,0,0,0,0.003540866283258291,0,0,0,0,0,0,0,0,0.0012473523873506003,0.003609834260356896,0,0,0,0,0.016965787573781928,4.976524414551796e-4,0
36,male,36_male,0,0,0.10333855802066388,0,3.5304539710261e-4,0,0,0,3.7033588582960505e-4,0,0,0,3.415758736975474e-4,0,0,0,0.0038852570944119653,0,0,0,0,0,0,0,0,0.0012775139490293144,0.0037859805464429555,0,0,0,0,0.01729126258344034,5.372138801366733e-4,0
37,male,37_male,1872331.9245371989,0,0.10490586381561966,0,3.717967289105001e-4,0,0,0,3.9051147149999987e-4,0,0,0,3.634005654000001e-4,0,0,0,0.004250445460000001,0,0,0,0,0,0,0,0,0.0013093142368249956,0.003973157181213089,0,0,0,0,0.017651542801013272,5.82965399124875e-4,0
38,male,38_male,0,0,0.10633891037153717,0,3.9162437991084034e-4,0,0,0,4.1311131178480953e-4,0,0,0,3.8625656054408795e-4,0,0,0,0.004635103912753773,0,0,0,0,0,0,0,0,0.0013410499163509554,0.004166550851348214,0,0,0,0,0.018055676748486287,6.361856698987834e-4,0
39,male,39_male,0,0,0.1076340299083547,0,4.1191614637979784e-4,0,0,0,4.3814790251592685e-4,0,0,0,4.098008458504622e-4,0,0,0,0.0050426216533682785,0,0,0,0,0,0,0,0,0.0013713343399484861,0.004361591348460577,0,0,0,0,0.018489108998713033,6.981655851302445e-4,0
40,male,40_male,0,0,0.10888108108788197,0,4.343841670023507e-4,0,0,0,4.653744281369299e-4,0,0,0,4.357670989544662e-4,0,0,0,0.00547477580689848,0,0,0,0,0,0,0,0,0.0013988230103045864,0.004560401148386298,0,0,0,0,0.018964743754714415,7.70075695431312e-4,0
41,male,41_male,0,0,0.11017451597946352,0,4.6112255962458496e-4,0,0,0,4.944475075745379e-4,0,0,0,4.6633554929298893e-4,0,0,0,0.005933767194004588,0,0,0,0,0,0,0,0,0.0014221696631976954,0.004757786207737693,0,0,0,0,0.019462429063289512,8.532727068684453e-4,0
42,male,42_male,1693662.462877481,0,0.11161337910277129,0,4.947514773999997e-4,0,0,0,5.249059984999998e-4,0,0,0,5.042930735e-4,0,0,0,0.006422291868,0,0,0,0,0,0,0,0,0.0014410301387490808,0.004948035578465825,0,0,0,0,0.019990179033680524,9.495119021466142e-4,0
43,male,43_male,0,0,0.11318828632420265,0,5.379324385731271e-4,0,0,0,5.568379421150217e-4,0,0,0,5.527904877571264e-4,0,0,0,0.006945638539882556,0,0,0,0,0,0,0,0,0.0014540768419554308,0.005133442837212829,0,0,0,0,0.020542445422606095,0.0010609462874701047,0
44,male,44_male,0,0,0.11483735618630209,0,5.9111346036065e-4,0,0,0,5.90731592564223e-4,0,0,0,6.125561930905124e-4,0,0,0,0.007504172580680917,0,0,0,0,0,0,0,0,0.0014629732574003847,0.005308950211467101,0,0,0,0,0.0211248451834516,0.0011898633486090735,0
45,male,45_male,0,0,0.11658582295672054,0,6.538891158022101e-4,0,0,0,6.266171258393838e-4,0,0,0,6.829833196107104e-4,0,0,0,0.008092097284418249,0,0,0,0,0,0,0,0,0.0014671647821168587,0.005473101243339128,0,0,0,0,0.02174084833050649,0.0013364702799539404,0
46,male,46_male,0,0,0.11846049413301196,0,7.252958240701434e-4,0,0,0,6.645101180302423e-4,0,0,0,7.626477967581051e-4,0,0,0,0.008701340734654669,0,0,0,0,0,0,0,0,0.0014690437299304498,0.005623980593638211,0,0,0,0,0.022359734024814795,0.0015041819472001413,0
47,male,47_male,1412540.7909855086,0,0.12048998793179562,0,8.035108004000002e-4,0,0,0,7.044088467999997e-4,0,0,0,8.489041879000002e-4,0,0,0,0.009321315446415403,0,0,0,0,0,0,0,0,0.0014686211587778791,0.0057588393749127605,0,0,0,0,0.022999083424692097,0.001694399275979097,0
48,male,48_male,0,0,0.12271286734464826,0,8.886611161134435e-4,0,0,0,7.451051752088025e-4,0,0,0,9.432090229462976e-4,0,0,0,0.009947387577055157,0,0,0,0,0,0,0,0,0.0014685720098413031,0.005876110057336141,0,0,0,0,0.023665874363911397,0.0019083011149789134,0
49,male,49_male,0,0,0.1251222984642856,0,9.837621549835846e-4,0,0,0,7.865425200749058e-4,0,0,0,0.001049360026841859,0,0,0,0.010581540790761542,0,0,0,0,0,0,0,0,0.00146984382284284,0.005982199846997431,0,0,0,0,0.024340277195305647,0.00214662456943447,0
50,male,50_male,0,0,0.12767816784788746,0,0.0010908118651057886,0,0,0,8.307495512157267e-4,0,0,0,0.0011665881599933225,0,0,0,0.011221076833709962,0,0,0,0,0,0,0,0,0.0014742158684293502,0.006070196652361087,0,0,0,0,0.02502766554541099,0.002410906298688096,0
51,male,51_male,0,0,0.13033700631145395,0,0.0012123045555944242,0,0,0,8.802230703276732e-4,0,0,0,0.001293291037991577,0,0,0,0.011863248690491868,0,0,0,0,0,0,0,0,0.001483342361970448,0.0061460693837835124,0,0,0,0,0.025722173386506165,0.0026990579177760057,0
52,male,52_male,1321441.3439367118,0,0.13305152742099355,0,0.0013513632269999995,0,0,0,9.380403881999997e-4,0,0,0,0.0014268220300000002,0,0,0,0.012505294510000004,0,0,0,0,0,0,0,0,0.0014985660816332902,0.006204377032561246,0,0,0,0,0.026439188496486358,0.003011038528998349,0
53,male,53_male,0,0,0.135833436909318,0,0.001515403258703686,0,0,0,0.0010079474930086614,0,0,0,0.001566257947843421,0,0,0,0.013137012511006067,0,0,0,0,0,0,0,0,0.0015221525137218317,0.006249024208097438,0,0,0,0,0.027166175188337756,0.003344106471324804,0
54,male,54_male,0,0,0.13872039435581035,0,0.001708765792256026,0,0,0,0.0010901532890761271,0,0,0,0.0017130521885575674,0,0,0,0.013752655280741271,0,0,0,0,0,0,0,0,0.001554630565057591,0.006284238457106937,0,0,0,0,0.027905907360378172,0.003696662324629219,0
55,male,55_male,0,0,0.1417001215399114,0,0.00192880864300245,0,0,0,0.0011823563453971968,0,0,0,0.00186725684952429,0,0,0,0.014357437756081809,0,0,0,0,0,0,0,0,0.001597921328468537,0.0063073333708406915,0,0,0,0,0.028648996368331788,0.00406654173048338,0
