sex_age_cat,case_fatality_copd,incidence_copd,remission_copd,case_fatality_dmt2.x,incidence_dmt2.x,remission_dmt2.x,case_fatality_dmt2.y,incidence_dmt2.y,remission_dmt2.y,case_fatality_ishd.x,incidence_ishd.x,remission_ishd.x,case_fatality_ishd.y,incidence_ishd.y,remission_ishd.y
male_65,NA,NA,NA,NA,NA,NA,0.0028687832319708403,0.005677315895703534,0,NA,NA,NA,0.03790143400271444,0.007649757993187069,0
male_66,NA,NA,NA,NA,NA,NA,0.003095378644943334,0.005456070357834755,0,NA,NA,NA,0.03922495189007501,0.007960292907478725,0
male_67,NA,NA,NA,NA,NA,NA,0.00334176795548487,0.005193665625826757,0,NA,NA,NA,0.040699480748718694,0.008273145756906363,0
male_68,NA,NA,NA,NA,NA,NA,0.0036074427207571265,0.004892901828817941,0,NA,NA,NA,0.04232163495159985,0.008586704362219293,0
male_69,NA,NA,NA,NA,NA,NA,0.0038932197500793552,0.004556115449392501,0,NA,NA,NA,0.044152510921138005,0.008914405468232262,0
male_70,NA,NA,NA,NA,NA,NA,0.004199528522242181,0.004189343268189827,0,NA,NA,NA,0.04620821851757754,0.009255958949418192,0
male_71,NA,NA,NA,NA,NA,NA,0.004526766133596634,0.003804813437402059,0,NA,NA,NA,0.04853008088780293,0.009619488590222092,0
male_72,NA,NA,NA,NA,NA,NA,0.004878589980024221,0.0034104490950865735,0,NA,NA,NA,0.05117450521519697,0.01001186291212141,0
male_73,NA,NA,NA,NA,NA,NA,0.005252635149322209,0.00301543520717157,0,NA,NA,NA,0.05418191286697828,0.010434036179450028,0
male_74,NA,NA,NA,NA,NA,NA,0.005653795535548928,0.0026328326530219836,0,NA,NA,NA,0.057625260348157306,0.010903427773997505,0
male_75,NA,NA,NA,NA,NA,NA,0.006086377566516853,0.0022731177126614956,0,NA,NA,NA,0.06154477280189065,0.011421931945228449,0
male_76,NA,NA,NA,NA,NA,NA,0.006550578818009557,0.0019445510295804213,0,NA,NA,NA,0.06603469805723569,0.011993080767421407,0
male_77,NA,NA,NA,NA,NA,NA,0.007053020601677109,0.0016498442585857823,0,NA,NA,NA,0.07113601317235864,0.012626020883813944,0
male_78,NA,NA,NA,NA,NA,NA,0.007594075149629742,0.0013918695361436388,0,NA,NA,NA,0.07702872033037986,0.013316438071741014,0
male_79,NA,NA,NA,NA,NA,NA,0.008179426676484736,0.0011714887757793696,0,NA,NA,NA,0.08377892447880966,0.014083254921761715,0
male_80,NA,NA,NA,NA,NA,NA,0.0088134585566942,9.862227732981956e-4,0,NA,NA,NA,0.09155722632446005,0.01492618195550027,0
male_81,NA,NA,NA,NA,NA,NA,0.009493002282018295,8.319028632951345e-4,0,NA,NA,NA,0.10050120468697048,0.015845025431641173,0
male_82,NA,NA,NA,NA,NA,NA,0.010220732745272276,7.073515024813319e-4,0,NA,NA,NA,0.11081664392637783,0.016847170898931323,0
male_83,NA,NA,NA,NA,NA,NA,0.010994210304079606,6.067503694751901e-4,0,NA,NA,NA,0.12265563770014734,0.017937253526187913,0
male_84,NA,NA,NA,NA,NA,NA,0.011809197793720874,5.272170750114746e-4,0,NA,NA,NA,0.1362912865856501,0.019107466515109188,0
male_85,NA,NA,NA,NA,NA,NA,0.012666172699136648,4.6609240639413415e-4,0,NA,NA,NA,0.15196538969740692,0.020378693735983677,0
male_86,NA,NA,NA,NA,NA,NA,0.013553852088553097,4.1937405080065375e-4,0,NA,NA,NA,0.17002385491514838,0.021738626131271928,0
male_87,NA,NA,NA,NA,NA,NA,0.014459337352153625,3.844441639321356e-4,0,NA,NA,NA,0.19085018758382022,0.023194610147986964,0
male_88,NA,NA,NA,NA,NA,NA,0.015378671584595733,3.6012743473167564e-4,0,NA,NA,NA,0.21480447128632724,0.024740204388896743,0
male_89,NA,NA,NA,NA,NA,NA,0.016294765172134507,3.4458812422064175e-4,0,NA,NA,NA,0.2423937977901618,0.026378769587227083,0
male_90,NA,NA,NA,NA,NA,NA,0.0172086335126452,3.3678230392510946e-4,0,NA,NA,NA,0.27385643383053015,0.028124884207369596,0
male_91,NA,NA,NA,NA,NA,NA,0.018115689470540073,3.3608097228855966e-4,0,NA,NA,NA,0.3100006973472412,0.029954524982182984,0
male_92,NA,NA,NA,NA,NA,NA,0.018994754675741875,3.416936045731562e-4,0,NA,NA,NA,0.35138686885301124,0.03189433912196006,0
male_93,NA,NA,NA,NA,NA,NA,0.01986043906747474,3.531306125421507e-4,0,NA,NA,NA,0.3987783898252919,0.03393502091524582,0
male_94,NA,NA,NA,NA,NA,NA,0.020705938411017234,3.7110504825115973e-4,0,NA,NA,NA,0.45297904602190275,0.03610560425340356,0
male_95,NA,NA,NA,NA,NA,NA,0.021544153369556042,3.9418143605315795e-4,0,NA,NA,NA,0.5146192188910939,0.038359224662625,0
male_96,NA,NA,NA,NA,NA,NA,0.02237730191992949,4.22332329365322e-4,0,NA,NA,NA,0.5846405774938553,0.0407844036966057,0
male_97,NA,NA,NA,NA,NA,NA,0.023216622773550848,4.545942301635836e-4,0,NA,NA,NA,0.6645180388245735,0.043360957081175794,0
male_98,NA,NA,NA,NA,NA,NA,0.02405895085709326,4.90753216382771e-4,0,NA,NA,NA,0.7560227476194632,0.04606834162043126,0
male_99,NA,NA,NA,NA,NA,NA,0.024935579479648494,5.305484508528606e-4,0,NA,NA,NA,0.8597930870715625,0.04896748850184737,0
male_100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
