sex,age,inc_num_diff_ishd,inc_num_diff_copd,inc_num_diff_dmt2,mx_num_diff_ishd,mx_num_diff_copd,mx_num_diff_dmt2,incidence_disease_sc_ishd,incidence_disease_sc_copd,incidence_disease_sc_dmt2,incidence_disease_bl_ishd,incidence_disease_bl_copd,incidence_disease_bl_dmt2,mx_sc_ishd,mx_sc_copd,mx_sc_dmt2,mx_bl_ishd,mx_bl_copd,mx_bl_dmt2,px_sc_ishd,px_sc_copd,px_sc_dmt2,px_bl_ishd,px_bl_copd,px_bl_dmt2,Lx_sc,ex_sc,Lwx_sc,ewx_sc,Lx_bl,ex_bl,Lwx_bl,ewx_bl,Lx_diff,Lwx_diff,ex_diff,ewx_diff
female,52,-43.64798646984286,0,-302.63027267213965,0,0,0,0.0011923255916949226,0.00201647804835501,0.0052262931006009546,0.00122134870596076,0.00201647804835501,0.00542752284094954,0,0,0,0,0,0,0,0,0,0,0,0,1503904.3043433856,33.64955476499322,1250188.3728498565,26.061826525774705,1503904.3043433856,33.61242299142913,1250188.3728498565,26.03632077601442,0,0,0.037131773564091475,0.025505749760284857
female,53,-47.509510883993016,0.0011942463729610608,-306.3270648392263,-0.7212285700954091,3.2052674860949537e-6,-0.3656008618272253,0.0013044235666009381,0.00220512677916872,0.005361198681132838,0.00133617532508722,0.00220512677916872,0.00556762273692058,1.9766312918320585e-5,5.906489921006025e-6,6.3478865047240065e-6,2.024717430065427e-5,5.906489921006025e-6,6.591640544592498e-6,0.0011821651442188133,0.0020114542352326842,0.005209563390340738,0.0012109235999633098,0.0020114542352326842,0.005409605689005708,1499890.7878687424,32.73496948130611,1244459.1364159405,25.296612525429158,1499890.245199995,32.69774203225172,1244458.6861637714,25.27104105634336,0.5426687472499907,0.45025216904468834,0.03722744905439157,0.025571469085797105
female,54,-51.6528093199895,0.005379311714477808,-309.56443196841974,-1.5753601638679413,2.7595745493158574e-5,-0.7542104234810196,0.001426021560977352,0.00240429053139716,0.005493517213781745,0.00146073320937111,0.00240429053139716,0.00570503597502433,4.332904068537067e-5,1.228214489298978e-5,1.3169993548171583e-5,4.438245692018052e-5,1.228214489298978e-5,1.367430970237695e-5,0.0024535884981450504,0.004200622521928136,0.010519070611177824,0.002513238467847275,0.004200622521928136,0.010921871999055996,1495572.0551050836,31.824433541049498,1238570.7137322237,24.535968861180546,1495569.8082869803,31.787126167684086,1238568.8530107075,24.510344482906937,2.246818103361875,1.8607215161900967,0.03730737336541168,0.025624378273608528
female,55,-56.13818469298667,0.013710878001347737,-312.4253148853586,-2.580106121624439,1.019333069507411e-4,-1.1737215191922417,0.001559156197564521,0.00261548929084874,0.005624804142451169,0.00159710855621169,0.00261548929084874,0.0058413778889498,7.12392706141301e-5,1.9316939853978182e-5,2.061915859006708e-5,7.297008397332772e-5,1.9316939853978182e-5,2.1406484823102737e-5,0.0038193917055605276,0.006576260362004217,0.015923594461512428,0.003912182716874004,0.006576260362004217,0.016531616673565844,1490912.4445984443,30.91841696215695,1232423.6513027751,23.780183820822963,1490907.16771154,30.881046537852477,1232419.2893026795,23.754520209316507,5.276886904379353,4.362000095658004,0.03737042430447346,0.025663611506455908
female,56,-60.93986494057299,0.02764959199248551,-314.6332441365448,-3.752734921867983,2.6739553776167213e-4,-1.6327108429407033,0.0017035562319237185,0.00284118473330676,0.005750141239170643,0.00174502351864623,0.00284118473330676,0.00597154088252263,1.0405494161743178e-4,2.7225357312164812e-5,2.8865671000659647e-5,1.06581245749288e-4,2.7225357312164812e-5,2.996468739318302e-5,0.005286077354790887,0.009148234896266122,0.021419614957518866,0.005414407766164533,0.009148234896266122,0.022235120325371845,1485878.7858746725,30.01730012631725,1225919.0019471443,23.029520299855964,1485868.964312564,29.97988497200604,1225910.8987022955,23.00383222951007,9.821562108350918,8.103244848782197,0.037415154311208454,0.025688070345893266
female,57,-66.06456226073442,0.04901809584953298,-315.94070620921957,-5.112178824415395,5.843840117663035e-4,-2.140332350844126,0.001859902435954018,0.00308238029967447,0.005864757316194312,0.001905175439652,0.00308238029967447,0.00609057006133284,1.424023639740019e-4,3.6309187268066255e-5,3.8096386285998843e-5,1.4585709316337545e-4,3.6309187268066255e-5,3.9542554869633776e-5,0.006859242522536379,0.011928395025702128,0.026998674646128783,0.0070256362840100395,0.011928395025702128,0.028023543061312002,1480442.0446098347,29.121349942564134,1218959.8058262952,22.284199796587618,1480425.9499501705,29.083910149106174,1218946.553876791,22.25850336422242,16.09465966420248,13.25194950425066,0.03743979345795978,0.025696432365197808
female,58,-71.46752408841076,0.08005688774574082,-315.95099616090556,-6.673786953894194,0.0011415166421784306,-2.7053667979434834,0.0020274839096821873,0.00333979254389614,0.0059606566350136805,0.002076836114812,0.00333979254389614,0.00619016182423335,1.8683386246585835e-4,4.691055537122009e-5,4.849874668665839e-5,1.9136291653971393e-4,4.691055537122009e-5,5.0334249184005694e-5,0.008544433320055191,0.014928988382485946,0.03264765092551694,0.008751537445686377,0.014928988382485946,0.033883212883040574,1474578.0135474014,28.230691273197287,1211593.916018628,21.54438316767398,1474553.6796499845,28.193249071895178,1211573.9219580952,21.51869604626363,24.333897416945547,19.994060532888398,0.03744220130210962,0.02568712141034979
female,59,-77.14396980514857,0.1236159462841897,-314.49230496247947,-8.452371974621997,0.0020676599359177317,-3.338262858509097,0.0022067624350498014,0.00361799669324258,0.006033488410565205,0.00226047856657975,0.00361799669324258,0.00626579786640392,2.3791539376435527e-4,5.941724110710326e-5,6.0298295997122176e-5,2.4367788916242208e-4,5.941724110710326e-5,6.257339462554767e-5,0.010345862582540917,0.018162304223749835,0.038345806380025146,0.010596413661535168,0.018162304223749835,0.039792572980944525,1468261.7745276587,27.345326602659277,1203852.2793994544,20.81009206244137,1468226.9755383856,27.30790660424933,1203823.7471286536,20.78443365158095,34.79898927314207,28.532270800787956,0.03741999840994836,0.025658410860419423
female,60,-83.09628494122626,0.1831340088183424,-311.1690729917118,-10.47091436412694,0.0035489833974935436,-4.047590131724661,0.0023984938705195824,0.00391809704755909,0.0060741681359221525,0.00245687705222337,0.00391809704755909,0.00630804389705861,2.9647892816890955e-4,7.428598848927107e-5,7.369675070246851e-5,3.036535498587698e-4,7.428598848927107e-5,7.646880324561149e-5,0.012267542828888419,0.02164436125064667,0.044068475154102005,0.012564361000724845,0.02164436125064667,0.045726013076225064,1461459.8154878477,26.465340453051468,1195607.2291476817,20.081375589031264,1461412.0408876888,26.427969601222554,1195568.1451737576,20.055766965037925,47.7746001589112,39.08397392416373,0.0373708518289142,0.025608623993338853
female,61,-89.33173171652697,0.2628790827875491,-305.91698617419934,-12.74039844814331,0.005858487482100827,-4.83966059360867,0.0026036936019998846,0.00424332026604821,0.006079435006460308,0.00266707167377024,0.00424332026604821,0.00631351355970399,3.630635461632566e-4,9.21648983143014e-5,8.886530902772535e-5,3.718413516577743e-4,9.21648983143014e-5,9.21975659054261e-5,0.014313280865281122,0.025391350774143662,0.04978273440819109,0.014659263710647468,0.025391350774143662,0.05164938838466052,1454125.9379014936,25.590980654124753,1186718.8656672356,19.358474313294824,1454062.3726224205,25.55368811975599,1186666.9897506377,19.33293814127157,63.56527907308191,51.87591659789905,0.03729253436876334,0.025536172023254977
female,62,-95.83998294685352,0.3681571381894173,-298.545820380672,-15.28417672199339,0.009372564581553888,-5.721438478979621,0.002823015062070151,0.00459815740856261,0.006043226016932864,0.00289173176939518,0.00459815740856261,0.00627591040314063,4.386150385694463e-4,1.1361606530660837e-4,1.0599910669904974e-4,4.4920918570971773e-4,1.1361606530660837e-4,1.0996157236542014e-4,0.01648724643407225,0.02942143816829685,0.055453199347293106,0.016885376449849412,0.02942143816829685,0.05752603491040703,1446197.9118204385,24.72269073502876,1177032.2724755541,18.64184616151669,1446115.4185167295,24.68550743718422,1176965.1327846895,18.61640632845513,82.49330370896496,67.13969086459838,0.037183297844539,0.025439833061557948
female,63,-102.55076046365593,0.5057814912606773,-288.7465920344903,-18.12361813193297,0.01462855138862551,-6.697104563051653,0.0030554897868488255,0.00498996531767496,0.005956536572562012,0.00312986530125488,0.00498996531767496,0.00618588312561616,5.240977602943832e-4,1.3945135485299897e-4,1.252559857917739e-4,5.367438198050367e-4,1.3945135485299897e-4,1.2992401094113698e-4,0.018793175260184074,0.0337559739412229,0.06103945912791349,0.01924650824950257,0.0337559739412229,0.06331411613660043,1437595.8728191946,23.861147331249725,1166493.7656167308,17.932196159760064,1437490.9720715177,23.824105568150944,1166408.6470723005,17.906877498145665,104.90074767684564,85.11854443023913,0.03704176309878093,0.025318661614399218
female,64,-109.49191725084438,0.6837576550769882,-276.47938253662505,-21.27929750390797,0.022368966557166914,-7.766134479061208,0.003303190776458772,0.00542219014422306,0.005815234561349068,0.00338359572961485,0.00542219014422306,0.00603914051501857,6.205424882708092e-4,1.705701586337197e-4,1.4671977118939909e-4,6.354999167669781e-4,1.705701586337197e-4,1.5217133998691724e-4,0.021232786321452736,0.038421838563407744,0.06649352023105666,0.02174440220881462,0.038421838563407744,0.06896398034302706,1428229.3539752173,23.00722323545097,1155099.2677492911,17.23036845848459,1428098.2116538621,22.970356216564824,1154993.2046726944,17.205196394825226,131.14232135517523,106.0630765967071,0.036867018886145075,0.025172063659365307
female,65,-116.61878495386009,0.9123503629489278,-261.93019956260196,-24.79104429732388,0.033608995194470026,-8.92762669121089,0.0035662210807753413,0.00590252424139645,0.005619674389040095,0.00365302861274943,0.00590252424139645,0.00583605062289887,7.296521527603625e-4,2.0798907406265486e-4,1.7048023230722823e-4,7.472203281181917e-4,2.0798907406265486e-4,1.7679627874540334e-4,0.023808660752085924,0.043447386370667536,0.07176459548528377,0.024381683418527426,0.043447386370667536,0.07442312695039005,1418006.5527021892,22.16174477956274,1142756.0276558262,16.53712278047546,1417844.9625064256,22.125086403717184,1142625.8038780396,16.512123145398785,161.59019576362334,130.22377778659575,0.03665837584555476,0.02499963507667502
female,66,-123.9206191994972,1.2025373270807904,-245.45696918510293,-28.68750832141086,0.04971597371667258,-10.177603970127336,0.003845868100693241,0.00642980557462169,0.0053740460012217705,0.00393948268895272,0.00642980557462169,0.00558096472174337,8.529439825579482e-4,2.528347970050859e-4,1.965825027128922e-4,8.734575389683287e-4,2.528347970050859e-4,2.0384537424243622e-4,0.02652163518362414,0.0488661900343851,0.07680326248541684,0.027159190551846676,0.0488661900343851,0.07964051210771744,1406838.4529765244,21.32541509318149,1129374.3548761925,15.853139186713774,1406641.8187540774,21.289000143611464,1129216.501891969,15.828338328053478,196.63422244694084,157.8529842235148,0.03641494957002678,0.024800858660295688
