sex,age,pyld_rate,mx,qx,lx,dx,Lx,ex,Lwx,ewx,label
female,62,0.1861195049065347,0.005544772278493751,0.005529428401217729,1451866.22042368,8027.990313979335,1447852.2252666904,24.920525640062806,1178378.6859222294,18.778469997383972,PA scenario (+2 mMETs)
female,63,0.18858019303493095,0.006065375977075044,0.006047018717515673,1443838.2301097007,8730.916802538062,1439472.7717084317,24.056307986874483,1168016.7185511286,18.066738385599596,PA scenario (+2 mMETs)
female,64,0.1912368524465053,0.0066588168560765566,0.006636696061787739,1435107.3133071626,9524.371054468429,1430345.1277799285,23.1996200328109,1156810.4276311004,17.362764878221196,PA scenario (+2 mMETs)
female,65,0.19411089781061924,0.007327228316425034,0.007300449623473537,1425582.9422526942,10407.39645399898,1420379.2440256947,22.351277012969696,1144668.1537362984,16.667301301171964,PA scenario (+2 mMETs)
female,66,0.1972252731031669,0.008070931639259385,0.008038449117311552,1415175.5457986952,11375.816616966416,1409487.637490212,21.511974322625214,1131501.0532506674,15.98102252525613,PA scenario (+2 mMETs)
female,67,0.20060466438022187,0.008887648767504676,0.00884827036402236,1403799.7291817288,12421.199540741305,1397589.1294113582,20.68224673519643,1117226.2311643462,15.304498764843864,PA scenario (+2 mMETs)
female,68,0.20433644441229243,0.009779363490900363,0.009731701011861271,1391378.5296409875,13540.479844789246,1384608.289718593,19.862418923093443,1101682.3548937105,14.638162481521727,PA scenario (+2 mMETs)
female,69,0.20842796308197672,0.010761417126854954,0.010703720229829239,1377838.0497961983,14747.993007032033,1370464.0532926824,19.05269995301078,1084821.022187819,13.982443465065801,PA scenario (+2 mMETs)
female,70,0.21277994192576596,0.011852001069997736,0.011782042760061562,1363090.0567891663,16059.9853349047,1355060.0641217139,18.253431436455887,1066730.4623719708,13.337872668464572,PA scenario (+2 mMETs)
female,71,0.21728469657914976,0.013073907460141266,0.012988815165262846,1347030.0714542617,17496.32462017021,1338281.9091441766,17.465096977230267,1047493.7305784189,12.704980767248726,PA scenario (+2 mMETs)
female,72,0.22182502983116983,0.014455689384239944,0.014351707552468174,1329533.7468340914,19081.079515700138,1319993.2070762413,16.688353321518704,1027185.6745396125,12.084309599821344,PA scenario (+2 mMETs)
female,73,0.22637073231068397,0.01601662072619702,0.015889036719513472,1310452.6673183911,20821.83055020629,1300041.752043288,15.92406672396325,1005750.3485987843,11.476424994722871,PA scenario (+2 mMETs)
female,74,0.2310036558721577,0.017773906005078822,0.017616881825048836,1289630.8367681848,22719.274049283955,1278271.1997435428,15.17309713992807,982985.8794066953,10.881843855551224,PA scenario (+2 mMETs)
female,75,0.23576983247984692,0.019763154292358903,0.01956914335010773,1266911.5627189009,24792.373982755173,1254515.3757275231,14.436226883853026,958738.4957488527,10.301094331794483,PA scenario (+2 mMETs)
female,76,0.240719002788874,0.02202787121554903,0.021787029313292572,1242119.1887361456,27062.087175597593,1228588.1451483467,13.714390325772452,932843.6320100043,9.734844394573063,PA scenario (+2 mMETs)
female,77,0.2459049265152589,0.02462142430887797,0.02432078944835181,1215057.101560548,29551.147934778706,1200281.5275931587,13.00870487486577,905126.3867527404,9.183925080984054,PA scenario (+2 mMETs)
female,78,0.25139634012242923,0.02763959965989007,0.027261120942064676,1185505.9536257694,32318.221179329816,1169346.8430361045,12.320509794190817,875377.326363111,8.64935934883868,PA scenario (+2 mMETs)
female,79,0.25717627592207226,0.03115352989263794,0.030673258979246443,1153187.7324464396,35372.025969019596,1135501.7194619298,11.651780964731852,843477.615947601,8.132665144501475,PA scenario (+2 mMETs)
