sex,age,pyld_rate,mx,qx,lx,dx,Lx,ex,Lwx,ewx,label
female,80,0.26316786396655506,0.03625237026809917,0.03560312232961371,1107680.0557077322,39436.86852543572,1087961.6214450144,10.842802468017835,801645.0854517401,7.528642725521711,Reference (no trend)
female,81,0.26928649693323276,0.04091521111854174,0.04008948376360433,1068243.1871822965,42825.31790812562,1046830.5282282338,10.224632884546542,764933.2023988871,7.056148261558208,Reference (no trend)
female,82,0.2754392555729141,0.04605206652147406,0.045007762227618375,1025417.869274171,46151.76364424295,1002341.9874520495,9.630770233328366,726257.6565987817,6.604867448382656,Reference (no trend)
female,83,0.2816634359103322,0.05174321004847967,0.05042732374085268,979266.105629928,49381.76893704441,954575.2211614058,9.061093663574516,685706.284534219,6.174513152653838,Reference (no trend)
female,84,0.2880239760367632,0.05812341006387145,0.056466501277867454,929884.3366928835,52507.315086137634,903630.6791498146,8.515732947688686,643363.3780722844,5.765002111651227,Reference (no trend)
female,85,0.2944588298643781,0.06517879203174888,0.06310006184172612,877377.0216067459,55362.54432189514,849695.7494457983,7.9954407644717795,599495.3333232527,5.376732773231906,Reference (no trend)
female,86,0.3009002405800829,0.07285897567348815,0.07026806439890765,822014.4772848508,57761.3662266863,793133.7941715077,7.500257507974717,554479.6446931071,5.009554657518958,Reference (no trend)
female,87,0.30727465576936597,0.08106723810837775,0.07786831303020736,764253.1110581645,59511.10048618698,734497.560815071,7.029328874186617,508805.0756521811,4.662652669615405,Reference (no trend)
female,88,0.3134426840464493,0.08989075791261474,0.08596896952481636,704742.0105719775,60585.94442972014,674449.0383571174,6.5806902814961035,463047.92152191594,4.334411298122929,Reference (no trend)
female,89,0.3194335772240018,0.09942967877704696,0.0946463867966747,644156.0661422573,60967.04419352445,613672.5440454951,6.152608148691509,417644.9280568888,4.023239006167795,Reference (no trend)
female,90,0.3254337689690468,0.10951300087478488,0.10372948801433612,583189.0219487329,60493.898662323496,552942.0726175711,5.743536300353881,372996.0499040786,3.7276917114145394,Reference (no trend)
female,91,0.33164456404523346,0.11988953948568556,0.11298158818415649,522695.1232864094,59054.92516501201,493167.6607039034,5.350394752737054,329611.28686854977,3.445512982938885,Reference (no trend)
female,92,0.3382828334896003,0.13022075030238917,0.12209838751781443,463640.1981213974,56609.72057906264,435335.3378318661,4.968200758998516,288068.86623195006,3.173455521102952,Reference (no trend)
female,93,0.3454386630151333,0.13996015471364312,0.13060712408323194,407030.47754233476,53161.080086028865,380449.93749932037,4.589637261703042,249027.81974536408,2.9070861903175156,Reference (no trend)
female,94,0.3529935539380757,0.14903069967889696,0.13845733459021914,353869.3974563059,48995.81356484699,329371.4906738824,4.2040151524022455,213105.4776150269,2.6400837915679243,Reference (no trend)
female,95,0.36085838673220416,0.15784510832073734,0.14601795356188263,304873.5838914589,44517.01681490778,282615.07548400504,3.7992823235753295,180631.05527864688,2.3653718165297457,Reference (no trend)
female,96,0.3689354446752444,0.16695811381320516,0.15376494384550665,260356.56707655115,40033.71291633477,240339.71061838377,3.363409467841087,151669.8726082708,2.076031089715915,Reference (no trend)
female,97,0.3771176510882317,0.17706874192822608,0.16227780409542403,220322.85416021638,35753.508965156274,202446.09967763824,2.8837046184935256,126100.10209523329,1.7648575611298012,Reference (no trend)
female,98,0.3854040199547803,0.18829302963968825,0.17162806586482637,184569.3451950601,31677.27973376565,168730.70532817728,2.345459545117569,103701.21320489228,1.4235210764899822,Reference (no trend)
female,99,0.3938724643852659,0.20022881862041875,0.18145656633153007,152892.06546129446,27743.269217942016,139020.43085232345,1.7278151505027048,84264.11115261736,1.0401922380628181,Reference (no trend)
female,100,0.4025269851080556,0.21292121053469987,1,125148.79624335245,125148.79624335245,125148.79624335245,1,74773.02860161343,0.5974730148919444,Reference (no trend)
